"learner_id","country","region","job_role","industry","background","r_experience_level","week","study_hours","lessons_completed","confidence_score","pre_assessment_score","project_score","completion_status","first_script_completed","used_rstudio","used_quarto","used_git","used_renv","preferred_learning_mode","monthly_income_band","manager_support","payment_probability_score","high_project_score","score_gap","study_band"
"L0524","United States","Europe","Clerk","Healthcare","Spreadsheet","Beginner",5,11.4,32,94,67,62.7,"In Progress",FALSE,FALSE,FALSE,TRUE,FALSE,"Instructor-Led","Upper-Middle",TRUE,24.2,FALSE,-4.3,"High study time"
"L0525","Japan","Asia","Consultant","Education","Power Bi","Intermediate",12,8.1,16,72,30,77.05,"Completed",TRUE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Lower-Middle",TRUE,17.9,FALSE,47.05,"High study time"
"L0526","India","Africa","Analyst","Education","Google Sheets","Intermediate",12,13.3,10,88,34,79.65,"Completed",TRUE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Upper-Middle",FALSE,9.7,FALSE,45.65,"High study time"
"L0529","Nigeria","South America","Consultant","Finance","Spreadsheet","Advanced",7,14.3,20,70,64,73.15,"Paused",TRUE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Lower-Middle",FALSE,4.1,FALSE,9.15000000000001,"High study time"
"L0530","Norway","South America","Manager","Retail","Spreadsheet","Beginner",12,18,39,74,50,69,"Completed",TRUE,FALSE,FALSE,FALSE,TRUE,"Instructor-Led","Lower-Middle",FALSE,22.1,FALSE,19,"High study time"
"L0530","Indonesia","North America","Clerk","Education","Spreadsheet","Intermediate",7,13.3,30,75,26,100,"Completed",FALSE,TRUE,TRUE,FALSE,FALSE,"Instructor-Led","High",TRUE,6.8,TRUE,74,"High study time"
"L0532","Canada","Oceania","Clerk","Finance","Power Bi","Intermediate",6,15.3,25,99,57,71.65,"Completed",FALSE,TRUE,FALSE,TRUE,FALSE,"Hybrid","Low",TRUE,17.2,FALSE,14.65,"High study time"
"L0532","Germany","Asia","Engineer","Retail","Excel","Beginner",9,13.8,18,89,28,63.9,"Paused",TRUE,TRUE,TRUE,FALSE,FALSE,"Self-Paced","Lower-Middle",FALSE,21.8,FALSE,35.9,"High study time"
"L0534","Netherlands","South America","Consultant","Retail","Excel","Intermediate",10,15.3,35,55,47,67.65,"Paused",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Low",FALSE,13.4,FALSE,20.65,"High study time"
"L0535","United States","Europe","Analyst","Finance","Manual Reporting","Beginner",11,13.9,19,54,67,92.95,"Completed",TRUE,FALSE,FALSE,TRUE,TRUE,"Instructor-Led","Lower-Middle",FALSE,24.2,TRUE,25.95,"High study time"
"L0536","France","Europe","Student","Tech","Ms Excel","Beginner",5,11,30,44,33,85.5,"Paused",TRUE,TRUE,TRUE,TRUE,FALSE,"Instructor-Led","Low",TRUE,14.1,TRUE,52.5,"High study time"
"L0537","Singapore","South America","Consultant","Education","Power Bi","Beginner",10,13.4,18,85,74,88.7,"Dropped",TRUE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Low",TRUE,20.4,TRUE,14.7,"High study time"
"L0538","Netherlands","Asia","Manager","Finance","Spreadsheet","Intermediate",7,14.9,37,67,27,76.45,"Completed",TRUE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,13.4,FALSE,49.45,"High study time"
"L0538","Japan","North America","Manager","Government","Spreadsheet","Beginner",2,8.7,29,43,24,72.35,"Completed",TRUE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Low",TRUE,17.9,FALSE,48.35,"High study time"
"L0540","Denmark","Africa","Analyst","Tech","Google Sheets","Intermediate",5,12.9,28,93,70,87.45,"Dropped",TRUE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","High",TRUE,23.5,TRUE,17.45,"High study time"
"L0541","Netherlands","South America","Consultant","Finance","Spreadsheet","Beginner",9,16.8,15,NA,65,96.4,"In Progress",FALSE,FALSE,FALSE,TRUE,TRUE,"Hybrid","Upper-Middle",TRUE,13.4,TRUE,31.4,"High study time"
"L0542","Ireland","Africa","Consultant","Finance","Google Sheets","Beginner",4,9.4,25,63,71,99.7,"In Progress",TRUE,FALSE,FALSE,FALSE,TRUE,"Hybrid","Low",TRUE,25.8,TRUE,28.7,"High study time"
"L0543","Netherlands","Oceania","Clerk","Retail","Excel","Intermediate",9,11.9,40,88,63,75.95,"In Progress",FALSE,FALSE,FALSE,FALSE,FALSE,"Self-Paced","Low",FALSE,13.4,FALSE,12.95,"High study time"
"L0544","Norway","Europe","Consultant","Education","Power Bi","Intermediate",11,11.5,35,84,46,99.75,"In Progress",FALSE,TRUE,FALSE,FALSE,FALSE,"Hybrid","High",TRUE,22.1,TRUE,53.75,"High study time"
"L0545","France","South America","Clerk","Retail","Power Bi","Beginner",3,17.3,16,70,49,95.65,"Dropped",TRUE,FALSE,FALSE,TRUE,TRUE,"Hybrid","Upper-Middle",FALSE,14.1,TRUE,46.65,"High study time"
"L0546","Mexico","South America","Analyst","Government","Spreadsheet","Intermediate",12,8.7,26,93,77,55.35,"Dropped",FALSE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","Lower-Middle",FALSE,7.6,FALSE,-21.65,"High study time"
"L0547","Ireland","Europe","Engineer","Retail","Google Sheets","Beginner",1,12.5,18,83,44,84.25,"Dropped",FALSE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","High",TRUE,25.8,TRUE,40.25,"High study time"
"L0548","Brazil","Europe","Manager","Tech","Manual Reporting","Advanced",9,11,31,43,50,75.5,"In Progress",TRUE,FALSE,TRUE,TRUE,FALSE,"Self-Paced","Low",TRUE,8.9,FALSE,25.5,"High study time"
"L0549","Netherlands","South America","Engineer","Government","Power Bi","Beginner",9,9.5,32,83,41,79.75,"In Progress",TRUE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","High",FALSE,13.4,FALSE,38.75,"High study time"
"L0550","Singapore","Africa","Engineer","Government","Spreadsheet","Intermediate",10,20.7,37,84,70,94.35,"Dropped",FALSE,FALSE,FALSE,TRUE,TRUE,"Hybrid","Upper-Middle",TRUE,20.4,TRUE,24.35,"High study time"
"L0551","Norway","Africa","Consultant","Education","Manual Reporting","Beginner",9,13.3,17,45,78,88.65,"Completed",TRUE,TRUE,FALSE,FALSE,TRUE,"Instructor-Led","Lower-Middle",TRUE,22.1,TRUE,10.65,"High study time"
"L0553","South Korea","Oceania","Analyst","Education","Excel","Advanced",10,14.2,18,73,70,97.1,"In Progress",TRUE,TRUE,TRUE,TRUE,TRUE,"Hybrid","Upper-Middle",TRUE,18.6,TRUE,27.1,"High study time"
"L0554","India","Africa","Engineer","Tech","Spreadsheet","Beginner",1,15.7,22,69,64,71.85,"Completed",FALSE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Lower-Middle",FALSE,9.7,FALSE,7.84999999999999,"High study time"
"L0555","Japan","Africa","Manager","Retail","Spreadsheet","Beginner",5,20.2,34,85,67,87.1,"Dropped",FALSE,FALSE,TRUE,TRUE,FALSE,"Hybrid","High",FALSE,17.9,TRUE,20.1,"High study time"
"L0556","South Korea","Africa","Student","Retail","Spreadsheet","Beginner",2,12.2,17,NA,65,84.1,"In Progress",FALSE,FALSE,FALSE,TRUE,FALSE,"Instructor-Led","Low",FALSE,18.6,TRUE,19.1,"High study time"
"L0557","Canada","South America","Engineer","Education","Ms Excel","Beginner",11,15.7,6,85,49,67.85,"Completed",FALSE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",FALSE,17.2,FALSE,18.85,"High study time"
"L0557","Japan","Africa","Engineer","Tech","Spreadsheet","Beginner",4,17.3,42,76,57,100,"In Progress",FALSE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","Lower-Middle",FALSE,17.9,TRUE,43,"High study time"
"L0559","Switzerland","Oceania","Clerk","Retail","Power Bi","Beginner",3,17.4,8,63,66,66.7,"In Progress",FALSE,TRUE,TRUE,FALSE,TRUE,"Instructor-Led","High",FALSE,19.7,FALSE,0.700000000000003,"High study time"
"L0560","United States","South America","Student","Healthcare","Spreadsheet","Beginner",6,23.2,28,87,72,90.6,"Completed",TRUE,FALSE,TRUE,FALSE,FALSE,"Hybrid","High",FALSE,24.2,TRUE,18.6,"High study time"
"L0561","United States","South America","Clerk","Retail","Google Sheets","Intermediate",11,13.1,34,58,66,66.55,"Dropped",FALSE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","Lower-Middle",FALSE,24.2,FALSE,0.549999999999997,"High study time"
"L0562","Indonesia","Africa","Student","Finance","Ms Excel","Intermediate",2,12.2,22,50,47,100,"In Progress",TRUE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","Lower-Middle",TRUE,6.8,TRUE,53,"High study time"
"L0563","Australia","Europe","Analyst","Healthcare","Ms Excel","Advanced",2,13,24,55,63,94.5,"Completed",FALSE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","Lower-Middle",FALSE,15.9,TRUE,31.5,"High study time"
"L0565","China","Africa","Manager","Finance","Excel","Beginner",2,15.9,14,45,32,90.95,"Paused",FALSE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Lower-Middle",FALSE,16.5,TRUE,58.95,"High study time"
"L0566","China","South America","Student","Tech","Spreadsheet","Beginner",4,13.2,26,67,42,100,"Dropped",FALSE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","High",TRUE,16.5,TRUE,58,"High study time"
"L0567","Singapore","Europe","Engineer","Tech","Google Sheets","Beginner",11,13.9,27,NA,38,64.95,"In Progress",FALSE,FALSE,FALSE,FALSE,TRUE,"Hybrid","Low",FALSE,20.4,FALSE,26.95,"High study time"
"L0568","Netherlands","South America","Student","Education","Ms Excel","Beginner",7,15.9,28,64,67,57.95,"In Progress",TRUE,FALSE,TRUE,FALSE,TRUE,"Instructor-Led","High",TRUE,13.4,FALSE,-9.05,"High study time"
"L0569","Japan","Oceania","Manager","Tech","Excel","Beginner",2,5.8,37,82,22,68.9,"Dropped",FALSE,FALSE,TRUE,TRUE,TRUE,"Hybrid","Upper-Middle",TRUE,17.9,FALSE,46.9,"Moderate study time"
"L0570","India","Africa","Clerk","Government","Spreadsheet","Intermediate",3,17.2,14,83,22,100,"In Progress",FALSE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","Low",FALSE,9.7,TRUE,78,"High study time"
"L0571","Japan","Asia","Engineer","Tech","Power Bi","Advanced",10,8.3,33,99,26,77.15,"Dropped",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",TRUE,17.9,FALSE,51.15,"High study time"
"L0572","India","Oceania","Student","Education","Excel","Beginner",4,12.9,13,44,23,99.45,"Completed",TRUE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","Upper-Middle",TRUE,9.7,TRUE,76.45,"High study time"
"L0573","South Korea","Asia","Clerk","Tech","Google Sheets","Intermediate",8,19,31,53,80,100,"Completed",FALSE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","High",TRUE,18.6,TRUE,20,"High study time"
"L0574","Germany","Europe","Analyst","Government","Spreadsheet","Advanced",2,12.9,30,95,51,74.45,"In Progress",FALSE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,21.8,FALSE,23.45,"High study time"
"L0574","Mexico","Europe","Engineer","Finance","Power Bi","Beginner",3,9.3,32,45,55,100,"Paused",FALSE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","High",FALSE,7.6,TRUE,45,"High study time"
"L0576","Canada","Europe","Engineer","Government","Google Sheets","Beginner",12,10.4,17,99,53,74.2,"In Progress",TRUE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","Low",TRUE,17.2,FALSE,21.2,"High study time"
"L0577","Germany","South America","Consultant","Healthcare","Ms Excel","Beginner",5,11.8,27,99,43,100,"In Progress",FALSE,FALSE,FALSE,FALSE,TRUE,"Instructor-Led","Low",TRUE,21.8,TRUE,57,"High study time"
"L0578","United States","Africa","Analyst","Retail","Power Bi","Beginner",3,7.9,42,60,73,85.95,"Completed",TRUE,TRUE,FALSE,TRUE,FALSE,"Instructor-Led","Upper-Middle",TRUE,24.2,TRUE,12.95,"Moderate study time"
"L0579","South Korea","Africa","Clerk","Education","Excel","Beginner",11,11.9,11,92,57,88.95,"In Progress",TRUE,TRUE,TRUE,TRUE,TRUE,"Hybrid","Lower-Middle",TRUE,18.6,TRUE,31.95,"High study time"
"L0580","Switzerland","Africa","Manager","Government","Spreadsheet","Intermediate",9,11.7,15,NA,49,83.85,"Completed",TRUE,FALSE,FALSE,TRUE,FALSE,"Hybrid","Low",FALSE,19.7,TRUE,34.85,"High study time"
"L0581","India","Europe","Manager","Tech","Spreadsheet","Beginner",11,11.1,31,68,23,100,"Dropped",FALSE,FALSE,FALSE,FALSE,TRUE,"Instructor-Led","High",FALSE,9.7,TRUE,77,"High study time"
"L0582","Netherlands","Oceania","Engineer","Education","Spreadsheet","Intermediate",7,13.6,7,99,62,86.8,"In Progress",TRUE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","Low",TRUE,13.4,TRUE,24.8,"High study time"
"L0583","Brazil","South America","Engineer","Tech","Ms Excel","Beginner",10,11.7,26,86,31,66.85,"Completed",TRUE,FALSE,TRUE,FALSE,FALSE,"Instructor-Led","Lower-Middle",FALSE,8.9,FALSE,35.85,"High study time"
"L0584","Singapore","North America","Manager","Education","Google Sheets","Intermediate",10,10.1,27,51,56,100,"In Progress",TRUE,TRUE,FALSE,FALSE,FALSE,"Hybrid","High",FALSE,20.4,TRUE,44,"High study time"
"L0586","United Kingdom","Oceania","Consultant","Finance","Excel","Intermediate",2,9.8,29,71,66,84.9,"In Progress",FALSE,TRUE,FALSE,FALSE,TRUE,"Instructor-Led","Upper-Middle",TRUE,24.9,TRUE,18.9,"High study time"
"L0587","Norway","South America","Analyst","Healthcare","Power Bi","Intermediate",2,9.8,15,75,53,76.9,"Paused",TRUE,FALSE,FALSE,TRUE,FALSE,"Instructor-Led","High",TRUE,22.1,FALSE,23.9,"High study time"
"L0588","Canada","Africa","Student","Retail","Google Sheets","Beginner",2,9.9,25,99,69,55.95,"Paused",TRUE,FALSE,TRUE,FALSE,FALSE,"Hybrid","Upper-Middle",TRUE,17.2,FALSE,-13.05,"High study time"
"L0589","Nigeria","Asia","Analyst","Healthcare","Excel","Intermediate",6,9.3,22,93,53,62.65,"Dropped",FALSE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","Low",TRUE,4.1,FALSE,9.65,"High study time"
"L0590","South Korea","Europe","Consultant","Retail","Google Sheets","Advanced",10,8.4,26,51,25,87.2,"In Progress",TRUE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Upper-Middle",TRUE,18.6,TRUE,62.2,"High study time"
"L0591","Japan","Africa","Clerk","Retail","Power Bi","Intermediate",6,13.1,32,68,73,57.55,"Completed",FALSE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","Low",FALSE,17.9,FALSE,-15.45,"High study time"
"L0592","United States","Oceania","Student","Healthcare","Spreadsheet","Advanced",9,12.3,28,90,35,75.15,"Completed",TRUE,FALSE,FALSE,TRUE,TRUE,"Hybrid","Upper-Middle",TRUE,24.2,FALSE,40.15,"High study time"
"L0593","Mexico","Oceania","Analyst","Government","Google Sheets","Intermediate",3,17.4,40,80,23,97.7,"Completed",TRUE,FALSE,FALSE,TRUE,FALSE,"Hybrid","High",TRUE,7.6,TRUE,74.7,"High study time"
"L0594","Ireland","Europe","Clerk","Government","Power Bi","Beginner",12,8,18,81,69,94,"Paused",FALSE,FALSE,TRUE,FALSE,FALSE,"Instructor-Led","Upper-Middle",FALSE,25.8,TRUE,25,"High study time"
"L0595","Ireland","Africa","Clerk","Education","Google Sheets","Advanced",5,14.7,10,95,69,62.35,"Dropped",FALSE,TRUE,FALSE,TRUE,FALSE,"Hybrid","Upper-Middle",FALSE,25.8,FALSE,-6.65,"High study time"
"L0596","India","Africa","Clerk","Retail","Spreadsheet","Intermediate",9,9.4,31,61,21,64.7,"Completed",TRUE,FALSE,TRUE,TRUE,FALSE,"Hybrid","High",TRUE,9.7,FALSE,43.7,"High study time"
"L0596","Switzerland","Europe","Engineer","Healthcare","Manual Reporting","Beginner",8,13.4,35,44,58,70.7,"Completed",FALSE,FALSE,TRUE,TRUE,FALSE,"Hybrid","Upper-Middle",TRUE,19.7,FALSE,12.7,"High study time"
"L0598","Norway","Asia","Analyst","Government","Spreadsheet","Beginner",10,4.6,12,78,20,72.3,"Completed",FALSE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,22.1,FALSE,52.3,"Moderate study time"
"L0599","India","Oceania","Student","Retail","Google Sheets","Beginner",3,8.7,26,43,25,81.35,"Completed",FALSE,TRUE,TRUE,TRUE,FALSE,"Instructor-Led","Lower-Middle",FALSE,9.7,TRUE,56.35,"High study time"
"L0600","United States","South America","Consultant","Education","Google Sheets","Beginner",8,17.1,17,62,53,61.55,"In Progress",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","High",TRUE,24.2,FALSE,8.55,"High study time"
"L0601","Denmark","Africa","Clerk","Government","Google Sheets","Beginner",5,15.5,19,94,30,94.75,"Completed",TRUE,TRUE,FALSE,FALSE,FALSE,"Hybrid","Lower-Middle",FALSE,23.5,TRUE,64.75,"High study time"
"L0603","Denmark","Europe","Engineer","Healthcare","Ms Excel","Intermediate",12,11.6,18,90,26,93.8,"Completed",FALSE,TRUE,FALSE,TRUE,FALSE,"Hybrid","Upper-Middle",FALSE,23.5,TRUE,67.8,"High study time"
"L0604","Norway","South America","Analyst","Government","Spreadsheet","Beginner",1,9.9,33,58,42,56.95,"In Progress",FALSE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","Low",TRUE,22.1,FALSE,14.95,"High study time"
"L0605","United Kingdom","Asia","Consultant","Government","Spreadsheet","Beginner",1,11.6,9,77,38,72.8,"In Progress",FALSE,FALSE,TRUE,TRUE,FALSE,"Self-Paced","Low",FALSE,24.9,FALSE,34.8,"High study time"
"L0606","Netherlands","Oceania","Engineer","Retail","Spreadsheet","Beginner",3,9.2,17,42,68,79.6,"Dropped",FALSE,TRUE,TRUE,TRUE,FALSE,"Hybrid","Upper-Middle",FALSE,13.4,FALSE,11.6,"High study time"
"L0607","United Kingdom","Asia","Student","Finance","Ms Excel","Advanced",12,9.6,38,64,65,76.8,"Completed",FALSE,FALSE,TRUE,FALSE,FALSE,"Instructor-Led","Low",TRUE,24.9,FALSE,11.8,"High study time"
"L0608","Netherlands","Africa","Analyst","Retail","Power Bi","Intermediate",3,19,7,88,73,59.5,"Paused",FALSE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","Low",TRUE,13.4,FALSE,-13.5,"High study time"
"L0609","Norway","North America","Engineer","Tech","Excel","Intermediate",7,15.3,29,86,53,70.65,"Completed",TRUE,TRUE,FALSE,FALSE,TRUE,"Instructor-Led","Lower-Middle",FALSE,22.1,FALSE,17.65,"High study time"
"L0610","Singapore","North America","Analyst","Retail","Google Sheets","Beginner",10,22.5,15,92,70,100,"Dropped",TRUE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,20.4,TRUE,30,"High study time"
"L0611","China","Oceania","Analyst","Education","Excel","Intermediate",11,15.6,15,43,22,88.8,"In Progress",TRUE,FALSE,FALSE,TRUE,FALSE,"Instructor-Led","High",TRUE,16.5,TRUE,66.8,"High study time"
"L0612","Ireland","Asia","Engineer","Finance","Spreadsheet","Beginner",8,11.2,11,73,46,68.6,"Dropped",TRUE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Low",FALSE,25.8,FALSE,22.6,"High study time"
"L0614","Nigeria","Oceania","Analyst","Tech","Google Sheets","Intermediate",1,12.9,29,52,49,81.45,"In Progress",FALSE,FALSE,FALSE,FALSE,TRUE,"Self-Paced","Lower-Middle",FALSE,4.1,TRUE,32.45,"High study time"
"L0615","South Korea","Oceania","Manager","Tech","Google Sheets","Beginner",1,17.1,10,51,41,97.55,"Dropped",FALSE,FALSE,FALSE,TRUE,FALSE,"Hybrid","Upper-Middle",TRUE,18.6,TRUE,56.55,"High study time"
"L0617","India","South America","Analyst","Tech","Excel","Beginner",4,19.9,29,99,38,69.95,"Paused",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Low",TRUE,9.7,FALSE,31.95,"High study time"
"L0618","France","Europe","Engineer","Government","Spreadsheet","Intermediate",9,9.1,39,46,21,85.55,"In Progress",FALSE,FALSE,FALSE,TRUE,FALSE,"Self-Paced","High",FALSE,14.1,TRUE,64.55,"High study time"
"L0619","Nigeria","South America","Student","Retail","Manual Reporting","Intermediate",3,11.4,38,48,41,58.7,"In Progress",TRUE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","Lower-Middle",TRUE,4.1,FALSE,17.7,"High study time"
"L0620","United States","Asia","Manager","Government","Power Bi","Beginner",10,11.5,16,45,29,88.75,"Completed",FALSE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","High",TRUE,24.2,TRUE,59.75,"High study time"
"L0621","India","Africa","Manager","Education","Power Bi","Intermediate",2,11.1,27,NA,76,100,"In Progress",TRUE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","Lower-Middle",TRUE,9.7,TRUE,24,"High study time"
"L0622","Brazil","North America","Manager","Retail","Excel","Beginner",10,19.1,16,92,67,72.55,"Dropped",FALSE,TRUE,FALSE,TRUE,TRUE,"Hybrid","High",FALSE,8.9,FALSE,5.55,"High study time"
"L0624","Singapore","Europe","Manager","Government","Google Sheets","Beginner",5,14.3,21,41,56,62.15,"Dropped",TRUE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","Lower-Middle",FALSE,20.4,FALSE,6.15,"High study time"
"L0626","Singapore","North America","Analyst","Retail","Spreadsheet","Intermediate",5,7.6,26,83,26,90.8,"Paused",TRUE,FALSE,FALSE,FALSE,FALSE,"Self-Paced","Low",FALSE,20.4,TRUE,64.8,"Moderate study time"
"L0627","Denmark","North America","Analyst","Retail","Power Bi","Advanced",10,15.3,40,NA,54,60.65,"In Progress",FALSE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","Low",TRUE,23.5,FALSE,6.65,"High study time"
"L0628","Brazil","Africa","Manager","Retail","Manual Reporting","Intermediate",11,7.9,12,61,74,74.95,"Completed",TRUE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","Upper-Middle",TRUE,8.9,FALSE,0.950000000000003,"Moderate study time"
"L0629","Singapore","Asia","Clerk","Government","Power Bi","Intermediate",2,12.1,13,88,80,86.05,"In Progress",FALSE,FALSE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,20.4,TRUE,6.05,"High study time"
"L0630","Norway","South America","Engineer","Retail","Excel","Beginner",3,8.5,39,46,61,79.25,"Completed",TRUE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","Upper-Middle",TRUE,22.1,FALSE,18.25,"High study time"
"L0631","Australia","South America","Manager","Education","Spreadsheet","Beginner",3,10.5,20,67,74,73.25,"Completed",TRUE,TRUE,FALSE,TRUE,TRUE,"Instructor-Led","Lower-Middle",FALSE,15.9,FALSE,-0.75,"High study time"
"L0632","Brazil","South America","Student","Government","Ms Excel","Advanced",8,7.9,22,64,36,63.95,"Completed",FALSE,FALSE,TRUE,TRUE,FALSE,"Self-Paced","Low",TRUE,8.9,FALSE,27.95,"Moderate study time"
"L0634","France","Oceania","Engineer","Healthcare","Spreadsheet","Advanced",8,12.4,34,NA,50,70.2,"In Progress",FALSE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","High",FALSE,14.1,FALSE,20.2,"High study time"
"L0635","Ireland","Europe","Engineer","Healthcare","Spreadsheet","Beginner",11,10.5,29,NA,35,60.25,"In Progress",FALSE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,25.8,FALSE,25.25,"High study time"
"L0636","Denmark","Africa","Analyst","Government","Spreadsheet","Intermediate",11,4.1,7,93,52,53.05,"In Progress",TRUE,TRUE,FALSE,TRUE,TRUE,"Instructor-Led","High",TRUE,23.5,FALSE,1.05,"Moderate study time"
"L0637","Mexico","Africa","Clerk","Education","Spreadsheet","Intermediate",4,10.3,27,74,58,68.15,"Completed",FALSE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","High",FALSE,7.6,FALSE,10.15,"High study time"
"L0639","Netherlands","Oceania","Engineer","Education","Spreadsheet","Beginner",1,8.9,37,66,49,83.45,"Paused",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","High",FALSE,13.4,TRUE,34.45,"High study time"
"L0639","Germany","South America","Manager","Tech","Spreadsheet","Intermediate",5,13.6,32,98,46,59.8,"In Progress",FALSE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Lower-Middle",TRUE,21.8,FALSE,13.8,"High study time"
"L0641","South Korea","North America","Manager","Finance","Spreadsheet","Beginner",9,9.7,19,96,46,74.85,"Dropped",TRUE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","Upper-Middle",TRUE,18.6,FALSE,28.85,"High study time"
"L0642","Netherlands","Oceania","Analyst","Government","Google Sheets","Beginner",7,7.3,21,97,46,74.65,"Completed",FALSE,FALSE,TRUE,FALSE,FALSE,"Instructor-Led","High",TRUE,13.4,FALSE,28.65,"Moderate study time"
"L0643","India","Europe","Manager","Finance","Google Sheets","Beginner",6,15,26,73,21,66.5,"Completed",FALSE,TRUE,TRUE,FALSE,TRUE,"Hybrid","Upper-Middle",FALSE,9.7,FALSE,45.5,"High study time"
"L0644","Singapore","South America","Analyst","Retail","Manual Reporting","Beginner",1,6.2,16,97,65,60.1,"In Progress",FALSE,FALSE,FALSE,TRUE,TRUE,"Instructor-Led","Low",FALSE,20.4,FALSE,-4.9,"Moderate study time"
"L0644","Ireland","Africa","Clerk","Education","Spreadsheet","Intermediate",10,8,31,NA,67,76,"Completed",TRUE,TRUE,TRUE,TRUE,FALSE,"Instructor-Led","Low",FALSE,25.8,FALSE,9,"High study time"
"L0646","China","Oceania","Manager","Healthcare","Ms Excel","Advanced",1,13.4,14,89,70,89.7,"Completed",TRUE,TRUE,TRUE,FALSE,FALSE,"Instructor-Led","High",TRUE,16.5,TRUE,19.7,"High study time"
"L0647","France","South America","Clerk","Retail","Power Bi","Beginner",8,4.5,38,77,53,60.25,"Completed",FALSE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Upper-Middle",TRUE,14.1,FALSE,7.25,"Moderate study time"
"L0648","Ireland","North America","Student","Tech","Excel","Beginner",10,14.4,29,59,63,83.2,"In Progress",TRUE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","Lower-Middle",TRUE,25.8,TRUE,20.2,"High study time"
"L0649","Norway","Africa","Analyst","Healthcare","Power Bi","Beginner",5,13.2,44,67,64,68.6,"Dropped",TRUE,TRUE,FALSE,FALSE,TRUE,"Instructor-Led","High",TRUE,22.1,FALSE,4.59999999999999,"High study time"
"L0650","South Korea","South America","Analyst","Healthcare","Ms Excel","Beginner",8,15,41,74,78,72.5,"Dropped",TRUE,TRUE,TRUE,FALSE,TRUE,"Instructor-Led","Low",FALSE,18.6,FALSE,-5.5,"High study time"
