learner_id,learner_name,country,region,job_role,industry,background,excel_years,r_experience_level,enrolment_date,first_login_date,week,study_hours,lessons_completed,confidence_score,pre_assessment_score,project_score,first_script_completed,used_rstudio,used_quarto,used_git,used_renv,preferred_learning_mode,monthly_income_band,completion_status,manager_support,notes,payment_probability_score
L0470,Learner_470,netherlands,Asia, Analyst ,Tech, power bi ,7.4,Beginner,2025-03-04,12-03-2025,1,9.7,34,64,45,67.85,Y,1,FALSE,0,Y,Hybrid,Lower-Middle, In Progress ,FALSE,Needs support,13.4
L0471,Learner_471,IRELAND,Africa, Analyst ,Finance, Excel ,0,Beginner,07-05-2025,08-05-2025,5,8.5,26,49,26,100,FALSE,Y,Y,No,Y,Hybrid,Lower-Middle,In Progress,TRUE,NA,25.8
L0472,Learner_472, NETHERLANDS ,North America,Engineer,Education,MS Excel,0.9,Beginner,09/20/2025,23-09-2025,1,4.9,31,45,71,70.45,No,Y,TRUE,0,FALSE,Hybrid,Lower-Middle,In Progress,N,Fast learner,13.4
L0472,Learner_473,germany,Oceania,Engineer,Education,Power BI,9,Beginner,02/20/2025,02/21/2025,10,11.7,27,41,80,60.85,0,1,No,0,TRUE,Self-paced,Lower-Middle,Completed,1,Good progress,21.8
L0474,Learner_474, Australia ,Oceania,Student, Retail ,Google Sheets,9.7,Beginner,2025-02-17,2025-02-17,6,5.7,39,51,28,72.85,Yes,Y,N,FALSE,FALSE,Instructor-led,High,In Progress,0,Fast learner,15.9
L0475,Learner_475, CHINA ,North America,Consultant,Retail,excel,3.1,Beginner,10/16/2025,17 Oct 2025,10,10.1,23,48,58,77.05,TRUE,FALSE,N,TRUE,Yes,Instructor-led,Upper-Middle,In Progress,Yes,Needs support,16.5
L0476,Learner_476,germany,Asia,Engineer,Education, Excel ,6.4,Advanced,11/02/2025,09 Nov 2025,11,7.3,18,51,22,96.65,No,Yes,Yes,FALSE,No,Self-paced,Lower-Middle,In Progress,1,Struggling,21.8
L0477,Learner_477,China,Europe,Analyst,Education, Excel ,6.5,Beginner,23-03-2025,01-04-2025,7,12.4,11,55,62,81.2,0,TRUE,0,FALSE,No,Instructor-led,High,In Progress,1,NA,16.5
L0478,Learner_478, united states ,Oceania, Clerk ,Healthcare,spreadsheet,6.1,Intermediate,2025-11-22,NA,6,17.2,43,88,58,69.6,Yes,Y,1,No,TRUE,Hybrid,Low,Dropped,Yes,NA,24.2
L0479,Learner_479, denmark ,Europe,Clerk, Education ,SpreadSheet,8.8,Beginner,2025-04-11,16-04-2025,10,15.9,17,93,42,76.95,Y,FALSE,FALSE,TRUE,N,Hybrid,Upper-Middle,Dropped,Y,Struggling,23.5
L0480,Learner_480,canada,Europe,Student, Tech ,Excel,7.8,Beginner,2025-04-29,30 Apr 2025,5,8.5,16,NA,73,100,FALSE,No,Y,TRUE,TRUE,Hybrid,Lower-Middle,Paused,Y,Good progress,17.2
L0481,Learner_481, DENMARK ,Oceania,Consultant, Finance ,Power BI,3,Beginner,04/29/2025,05/04/2025,7,3.5,36,74,65,61.75,Y,1,No,TRUE,Yes,Instructor-led,Low,Completed,No,NA,23.5
L0482,Learner_482,NETHERLANDS,Asia,Analyst,Government,power bi,0.5,Intermediate,05/29/2025,06/05/2025,11,11.2,24,85,38,77.6,0,0,No,TRUE,Y,Self-paced,Low,In Progress,FALSE,NA,13.4
L0483,Learner_483,NORWAY,South America, Clerk ,Tech,power bi,4.5,Beginner,12/04/2025,09 Dec 2025,10,7.6,39,77,62,80.8,FALSE,1,0,1,Yes,Instructor-led,Upper-Middle, Completed ,FALSE,Good progress,22.1
L0484,Learner_484, canada ,North America, Analyst , Education ,Power BI,4.3,Beginner,01 Aug 2025,08/04/2025,12,9.8,23,95,44,67.9,TRUE,0,FALSE,FALSE,Yes,Hybrid,Lower-Middle,In Progress,No,NA,17.2
L0485,Learner_485,indonesia,South America, Student , Healthcare ,Google Sheets,6.4,Beginner,04 May 2025,09 May 2025,7,13.3,32,71,65,79.65,1,FALSE,N,TRUE,1,Self-paced,Lower-Middle,In Progress,1,Struggling,6.8
L0486,Learner_486,Ireland,Africa, Clerk ,Tech,power bi,7.4,Beginner,01-03-2025,10-03-2025,3,11.7,31,62,69,67.85,No,FALSE,0,N,N,Instructor-led,Upper-Middle, In Progress ,No,Fast learner,25.8
L0487,Learner_487,IRELAND,Africa,Engineer,Education,google sheets,5.9,Intermediate,15-02-2025,17-02-2025,11,21.1,14,53,54,88.55,No,No,0,N,N,Hybrid,Upper-Middle, Completed ,0,Struggling,25.8
L0488,Learner_488, Canada ,North America,Student,Tech, spreadsheet ,4.6,Intermediate,04 Jul 2025,13-07-2025,3,12.1,34,93,39,85.05,FALSE,No,FALSE,FALSE,FALSE,Self-paced,Upper-Middle, Completed ,Y,Needs support,17.2
L0489,Learner_489,Germany,Oceania,Consultant,Finance,MS Excel,2.2,Advanced,2025-03-19,NA,6,16.3,5,NA,29,99.15,Yes,Yes,Yes,FALSE,1,Self-paced,Upper-Middle,Dropped,Yes,Fast learner,21.8
L0490,Learner_490,NETHERLANDS,North America, Manager ,Retail,Excel,4.5,Intermediate,2025-02-28,03/08/2025,9,7.9,30,64,28,100,N,TRUE,Yes,Y,No,Self-paced,High,In Progress,TRUE,Fast learner,13.4
L0491,Learner_491, Mexico ,North America, Student ,Retail, MS Excel ,7.7,Intermediate,2025-11-10,11/14/2025,2,11.1,29,52,21,99.55,Y,Yes,TRUE,TRUE,No,Hybrid,Low, Completed ,1,NA,7.6
L0492,Learner_492,united states,Oceania,Consultant,Education,MS Excel,2.6,Intermediate,2025-05-28,NA,11,15.2,35,93,32,78.6,0,N,FALSE,1,FALSE,Hybrid,High,Completed,TRUE,NA,24.2
L0493,Learner_493,Switzerland,Oceania, Consultant ,Healthcare,SpreadSheet,7.1,Advanced,2025-03-31,03/31/2025,11,14.7,17,85,62,94.35,No,TRUE,No,FALSE,Y,Hybrid,High,In Progress,Y,NA,19.7
L0494,Learner_494, Canada ,Europe,Engineer,Retail,Excel,7.8,Advanced,18-01-2025,19 Jan 2025,11,6.6,18,NA,46,76.3,TRUE,Y,0,Y,TRUE,Hybrid,Low, Completed ,Y,Needs support,17.2
L0495,Learner_495, ireland ,Asia,Clerk,Finance,Manual Reporting,3.9,Beginner,08/18/2025,NA,11,9.5,17,50,28,89.75,Y,TRUE,1,No,Y,Instructor-led,Low, In Progress ,Y,Fast learner,25.8
L0496,Learner_496, nigeria ,Europe,Engineer, Retail ,excel,3.1,Beginner,31 Aug 2025,07-09-2025,4,12,19,56,24,85,Yes,0,FALSE,0,No,Instructor-led,Lower-Middle,Paused,1,Good progress,4.1
L0497,Learner_497,denmark,Asia,Manager, Education ,Spreadsheet,1.1,Advanced,27 Oct 2025,27 Oct 2025,3,11.3,12,87,72,78.65,1,TRUE,Y,TRUE,Yes,Instructor-led,Low,Paused,FALSE,Fast learner,23.5
L0498,Learner_498,UNITED STATES,Asia,Consultant, Healthcare ,Manual Reporting,4.8,Beginner,05-10-2025,07 Oct 2025,10,9.8,31,89,67,80.9,1,1,FALSE,FALSE,No,Self-paced,Upper-Middle,Completed,1,NA,24.2
L0499,Learner_499,CANADA,Africa,Engineer,Retail,MS Excel,7.4,Intermediate,15-11-2025,11/24/2025,2,7.2,42,96,32,66.6,Y,Y,N,0,FALSE,Self-paced,Upper-Middle, In Progress ,FALSE,Good progress,17.2
L0500,Learner_500,australia,Asia, Engineer , Tech , Google Sheets ,5.2,Intermediate,06 Mar 2025,NA,1,17.9,35,97,63,69.95,Yes,FALSE,1,No,0,Self-paced,Low,Paused,No,Fast learner,15.9
L0501,Learner_501,singapore,Africa, Consultant ,Healthcare, Google Sheets ,9.2,Beginner,06-03-2025,03/10/2025,2,15.1,20,47,24,88.55,FALSE,FALSE,1,1,1,Instructor-led,Lower-Middle,In Progress,TRUE,Needs support,20.4
L0502,Learner_502,SINGAPORE,South America,Engineer, Education ,power bi,0.1,Intermediate,17 Sep 2025,2025-09-24,3,16.4,27,69,68,100,TRUE,0,Yes,N,No,Self-paced,High,Dropped,Y,Fast learner,20.4
L0503,Learner_503,Norway,North America,Clerk,Government,Spreadsheet,9.2,Intermediate,2025-09-24,09/24/2025,3,12.1,16,49,49,65.05,1,FALSE,Y,TRUE,Yes,Hybrid,Low,Completed,Y,Fast learner,22.1
L0504,Learner_504, IRELAND ,Africa, Analyst ,Education, google sheets ,5.8,Beginner,11/10/2025,15-11-2025,11,16.3,32,62,76,63.15,Y,No,1,FALSE,TRUE,Self-paced,High, Paused ,TRUE,Fast learner,25.8
L0505,Learner_505,singapore,Europe,Engineer,Tech, Manual Reporting ,8.1,Beginner,09/26/2025,NA,7,13.7,39,89,63,75.85,0,Y,N,N,No,Instructor-led,Upper-Middle, Completed ,Y,Fast learner,20.4
L0506,Learner_506,united kingdom,South America,Manager, Tech ,Manual Reporting,4.3,Beginner,03 Feb 2025,2025-02-10,11,11.6,38,84,70,63.8,1,Yes,No,1,Yes,Self-paced,High,In Progress,N,NA,24.9
L0507,Learner_507, japan ,Asia, Consultant ,Retail,google sheets,3.1,Intermediate,2025-06-25,2025-07-05,2,9.2,32,NA,68,NA,0,1,1,1,Y,Self-paced,Lower-Middle, Completed ,1,Good progress,17.9
L0508,Learner_508,Switzerland,Asia,Clerk,Government,Google Sheets,4.1,Beginner,31 Jan 2025,10-02-2025,4,7,36,67,76,70.5,1,No,TRUE,0,No,Hybrid,Lower-Middle, In Progress ,N,NA,19.7
L0509,Learner_509,Mexico,Africa,Consultant, Healthcare ,power bi,3,Beginner,2025-06-21,06/30/2025,1,13.2,27,58,60,80.6,1,1,FALSE,Yes,TRUE,Self-paced,Upper-Middle,In Progress,No,Struggling,7.6
L0509,Learner_510, Singapore ,Asia,Student, Finance ,Power BI,1.2,Advanced,11/15/2025,11/18/2025,12,15.9,24,70,42,77.95,No,1,N,TRUE,0,Self-paced,Upper-Middle,Paused,TRUE,Good progress,20.4
L0511,Learner_511, SWITZERLAND ,Asia, Consultant ,Finance,spreadsheet,2.8,Beginner,03/11/2025,03/18/2025,2,11,19,50,54,69.5,1,N,Yes,Y,1,Hybrid,Lower-Middle,Completed,FALSE,NA,19.7
L0511,Learner_512,Ireland,Africa, Engineer ,Tech,SpreadSheet,2.8,Beginner,12/23/2025,2025-12-26,7,8.4,25,76,73,97.2,N,Y,Y,FALSE,0,Instructor-led,Lower-Middle,In Progress,TRUE,Good progress,25.8
L0513,Learner_513,brazil,Europe, Clerk ,Retail,excel,3.4,Beginner,15 Jul 2025,24-07-2025,8,15.4,19,81,46,71.7,TRUE,TRUE,Yes,Y,N,Self-paced,Low,Dropped,No,Needs support,8.9
L0514,Learner_514,singapore,Asia, Clerk ,Retail, spreadsheet ,0.2,Beginner,21 Mar 2025,22-03-2025,1,7.7,31,92,25,NA,FALSE,Y,N,N,0,Instructor-led,Lower-Middle,Completed,N,Needs support,20.4
L0515,Learner_515, france ,Asia,Student,Retail,excel,7.6,Beginner,04 Oct 2025,10/14/2025,6,11.2,32,95,41,91.6,Y,No,FALSE,No,TRUE,Self-paced,Lower-Middle,In Progress,FALSE,Fast learner,14.1
L0516,Learner_516, united kingdom ,Africa, Manager , Finance ,MS Excel,4.5,Beginner,24-02-2025,2025-02-25,12,11.7,21,49,64,76.85,No,Yes,No,TRUE,0,Self-paced,Lower-Middle,Completed,0,NA,24.9
L0517,Learner_517,Germany,North America,Engineer, Finance ,excel,6,Advanced,2025-03-03,03/05/2025,6,15.6,17,NA,78,100,1,1,0,Yes,Yes,Self-paced,Upper-Middle, In Progress ,No,Struggling,21.8
L0518,Learner_518,AUSTRALIA,South America,Consultant,Government,excel,1,Beginner,28 Aug 2025,2025-08-28,9,5,26,60,77,70.5,Yes,No,1,FALSE,No,Hybrid,High, Completed ,1,NA,15.9
L0519,Learner_519, UNITED STATES ,South America,Student,Healthcare, MS Excel ,0.3,Intermediate,2025-02-24,NA,3,14.3,20,73,45,91.15,No,No,1,FALSE,No,Self-paced,Low,Completed,1,NA,24.2
L0520,Learner_520, netherlands ,North America, Manager ,Education,Power BI,1.8,Beginner,2025-06-03,06/10/2025,6,8.1,21,84,79,100,N,Yes,Yes,FALSE,FALSE,Instructor-led,High,In Progress,0,Needs support,13.4
L0521,Learner_521, NORWAY ,South America,Manager, Finance , SpreadSheet ,0.3,Intermediate,28-09-2025,02-10-2025,12,10.6,43,60,40,97.3,0,TRUE,0,N,No,Self-paced,High,In Progress,1,NA,22.1
L0522,Learner_522, SINGAPORE ,North America, Student ,Retail,Excel,9.4,Beginner,22-05-2025,NA,12,12.1,7,NA,57,100,No,No,Yes,TRUE,Yes,Instructor-led,Low, In Progress ,N,Good progress,20.4
L0523,Learner_523,NORWAY,Asia,Clerk,Retail, excel ,4.9,Beginner,29 Jan 2025,02 Feb 2025,2,12,10,87,54,93,No,FALSE,No,N,FALSE,Instructor-led,Lower-Middle,Completed,0,Fast learner,22.1
L0524,Learner_524, united states ,Europe, Clerk , Healthcare ,SpreadSheet,8,Beginner,29 Jul 2025,07/31/2025,5,11.4,32,94,67,62.7,0,N,0,TRUE,No,Instructor-led,Upper-Middle,In Progress,1,Fast learner,24.2
L0525,Learner_525,JAPAN,Asia,Consultant,Education,Power BI,5.6,Intermediate,03/18/2025,NA,12,8.1,16,72,30,77.05,1,FALSE,TRUE,0,No,Self-paced,Lower-Middle,Completed,Yes,Struggling,17.9
L0526,Learner_526,CANADA,Africa, Student , Finance ,Manual Reporting,1.1,Advanced,2025-01-16,2025-01-19,3,13.4,35,55,28,NA,TRUE,No,No,No,N,Self-paced,High, Completed ,1,Needs support,17.2
L0526,Learner_527,INDIA,Africa,Analyst,Education,google sheets,0.1,Intermediate,2025-09-09,12 Sep 2025,12,13.3,10,88,34,79.65,Yes,TRUE,FALSE,Yes,0,Self-paced,Upper-Middle,Completed,FALSE,NA,9.7
L0528,Learner_528, united states ,Asia,Student,Education,Google Sheets,4.3,Beginner,06/25/2025,27-06-2025,7,10,22,49,24,NA,N,0,Yes,Y,N,Self-paced,Low,Completed,No,Struggling,24.2
L0529,Learner_529,NIGERIA,South America, Consultant , Finance , Spreadsheet ,2.1,Advanced,15-06-2025,06/18/2025,7,14.3,20,70,64,73.15,Y,Yes,N,No,1,Hybrid,Lower-Middle,Paused,No,Struggling,4.1
L0530,Learner_530,NORWAY,South America,Manager, Retail ,SpreadSheet,8.1,Beginner,2025-05-22,30 May 2025,12,18,39,74,50,69,TRUE,FALSE,N,N,Yes,Instructor-led,Lower-Middle,Completed,No,Needs support,22.1
L0530,Learner_531, INDONESIA ,North America,Clerk,Education, Spreadsheet ,5.1,Intermediate,2025-04-06,10-04-2025,7,13.3,30,75,26,100,N,Yes,1,0,FALSE,Instructor-led,High,Completed,1,Good progress,6.8
L0532,Learner_532,CANADA,Oceania,Clerk, Finance , power bi ,5.4,Intermediate,03/04/2025,NA,6,15.3,25,99,57,71.65,FALSE,Y,No,Y,No,Hybrid,Low, Completed ,TRUE,NA,17.2
L0532,Learner_533,GERMANY,Asia,Engineer,Retail, Excel ,9.3,Beginner,2025-12-30,2025-12-30,9,13.8,18,89,28,63.9,Yes,1,Yes,0,0,Self-paced,Lower-Middle, Paused ,FALSE,NA,21.8
L0534,Learner_534,netherlands,South America,Consultant,Retail,Excel,0.8,Intermediate,05/10/2025,11-05-2025,10,15.3,35,55,47,67.65,FALSE,0,No,FALSE,FALSE,Hybrid,Low,Paused,FALSE,Good progress,13.4
L0535,Learner_535, United States ,Europe, Analyst , Finance ,Manual Reporting,0.2,Beginner,29 Aug 2025,29-08-2025,11,13.9,19,54,67,92.95,Y,FALSE,No,1,Yes,Instructor-led,Lower-Middle,Completed,No,Struggling,24.2
L0536,Learner_536, France ,Europe,Student,Tech,MS Excel,5.6,Beginner,02/18/2025,27 Feb 2025,5,11,30,44,33,85.5,Yes,Yes,Yes,Yes,0,Instructor-led,Low,Paused,TRUE,Fast learner,14.1
L0537,Learner_537,singapore,South America,Consultant,Education, Power BI ,1,Beginner,04/02/2025,2025-04-05,10,13.4,18,85,74,88.7,1,Yes,1,TRUE,Y,Self-paced,Low, Dropped ,Y,Fast learner,20.4
L0538,Learner_538, netherlands ,Asia,Manager,Finance,Spreadsheet,2.6,Intermediate,27 Jun 2025,06 Jul 2025,7,14.9,37,67,27,76.45,TRUE,FALSE,N,N,FALSE,Hybrid,Upper-Middle, Completed ,N,Good progress,13.4
L0538,Learner_539,Japan,North America,Manager,Government,spreadsheet,1.4,Beginner,2025-07-30,30-07-2025,2,8.7,29,43,24,72.35,TRUE,Yes,0,No,Y,Hybrid,Low,Completed,Y,Fast learner,17.9
L0540,Learner_540,DENMARK,Africa,Analyst,Tech,google sheets,1.5,Intermediate,28 Apr 2025,08 May 2025,5,12.9,28,93,70,87.45,Yes,0,N,Yes,1,Self-paced,High, Dropped ,1,Struggling,23.5
L0541,Learner_541,netherlands,South America, Consultant ,Finance,SpreadSheet,5.7,Beginner,27 Sep 2025,10/06/2025,9,16.8,15,NA,65,96.4,0,No,No,1,1,Hybrid,Upper-Middle,In Progress,Y,Needs support,13.4
L0542,Learner_542, IRELAND ,Africa,Consultant,Finance,Google Sheets,0.6,Beginner,02/03/2025,02/07/2025,4,9.4,25,63,71,99.7,Y,No,No,No,Y,Hybrid,Low,In Progress,Y,Needs support,25.8
L0543,Learner_543, NETHERLANDS ,Oceania,Clerk,Retail,Excel,6.3,Intermediate,06/19/2025,06/21/2025,9,11.9,40,88,63,75.95,No,N,No,FALSE,No,Self-paced,Low, In Progress ,0,Needs support,13.4
L0544,Learner_544,Norway,Europe,Consultant,Education,Power BI,7.4,Intermediate,03 Jun 2025,06/12/2025,11,11.5,35,84,46,99.75,0,Yes,0,FALSE,FALSE,Hybrid,High, In Progress ,1,Fast learner,22.1
L0545,Learner_545,France,South America, Clerk ,Retail,Power BI,3.7,Beginner,22 Sep 2025,09/27/2025,3,17.3,16,70,49,95.65,Yes,No,No,Y,Yes,Hybrid,Upper-Middle,Dropped,No,Struggling,14.1
L0546,Learner_546,MEXICO,South America,Analyst, Government ,spreadsheet,7.1,Intermediate,30-01-2025,08 Feb 2025,12,8.7,26,93,77,55.35,N,Y,FALSE,FALSE,Yes,Self-paced,Lower-Middle,Dropped,N,Struggling,7.6
L0547,Learner_547,Ireland,Europe, Engineer ,Retail,google sheets,0.5,Beginner,2025-08-07,08/11/2025,1,12.5,18,83,44,84.25,0,Yes,1,Y,Yes,Self-paced,High,Dropped,TRUE,Struggling,25.8
L0548,Learner_548,brazil,Europe,Manager,Tech,Manual Reporting,5.8,Advanced,12 Nov 2025,12-11-2025,9,11,31,43,50,75.5,Yes,FALSE,Y,Y,N,Self-paced,Low, In Progress ,TRUE,Struggling,8.9
L0549,Learner_549,Netherlands,South America,Engineer, Government ,Power BI,2.6,Beginner,18 Mar 2025,19 Mar 2025,9,9.5,32,83,41,79.75,Yes,0,1,Y,0,Instructor-led,High,In Progress,N,Struggling,13.4
L0550,Learner_550,Singapore,Africa,Engineer,Government, Spreadsheet ,1.8,Intermediate,19 Aug 2025,08/20/2025,10,20.7,37,84,70,94.35,FALSE,No,0,Y,TRUE,Hybrid,Upper-Middle,Dropped,Y,Fast learner,20.4
L0551,Learner_551, NORWAY ,Africa,Consultant, Education , Manual Reporting ,2.9,Beginner,12-07-2025,2025-07-21,9,13.3,17,45,78,88.65,1,Yes,N,No,Yes,Instructor-led,Lower-Middle,Completed,TRUE,Fast learner,22.1
L0552,Learner_552,UNITED KINGDOM,Africa,Student,Healthcare, Spreadsheet ,6,Beginner,03/04/2025,2025-03-04,12,16.3,32,58,35,NA,Yes,N,Y,FALSE,1,Instructor-led,Upper-Middle, In Progress ,0,Good progress,24.9
L0553,Learner_553,South Korea,Oceania,Analyst,Education, Excel ,4.2,Advanced,24 Jan 2025,27 Jan 2025,10,14.2,18,73,70,97.1,Yes,Yes,Yes,Y,Yes,Hybrid,Upper-Middle,In Progress,Y,Needs support,18.6
L0554,Learner_554, India ,Africa, Engineer ,Tech,spreadsheet,6.4,Beginner,22 Oct 2025,NA,1,15.7,22,69,64,71.85,N,1,TRUE,Yes,Yes,Self-paced,Lower-Middle, Completed ,N,NA,9.7
L0555,Learner_555,Japan,Africa,Manager,Retail,SpreadSheet,9.5,Beginner,04/30/2025,06 May 2025,5,20.2,34,85,67,87.1,FALSE,FALSE,1,Yes,N,Hybrid,High,Dropped,No,Good progress,17.9
L0556,Learner_556,SOUTH KOREA,Africa,Student,Retail, Spreadsheet ,5.3,Beginner,10 Apr 2025,16 Apr 2025,2,12.2,17,NA,65,84.1,N,No,No,Y,0,Instructor-led,Low,In Progress,No,NA,18.6
L0557,Learner_557,Canada,South America,Engineer, Education ,MS Excel,2.5,Beginner,19 Nov 2025,2025-11-20,11,15.7,6,85,49,67.85,0,1,TRUE,Y,Yes,Self-paced,Upper-Middle, Completed ,0,Good progress,17.2
L0557,Learner_558,japan,Africa,Engineer,Tech,Spreadsheet,7.4,Beginner,10/07/2025,2025-10-11,4,17.3,42,76,57,100,0,Y,N,Y,TRUE,Self-paced,Lower-Middle, In Progress ,No,NA,17.9
L0559,Learner_559,Switzerland,Oceania, Clerk ,Retail,Power BI,5.3,Beginner,2025-02-27,2025-03-09,3,17.4,8,63,66,66.7,0,1,TRUE,FALSE,Yes,Instructor-led,High,In Progress,0,Needs support,19.7
L0560,Learner_560, United States ,South America,Student,Healthcare,Spreadsheet,1.4,Beginner,08-01-2025,08 Jan 2025,6,23.2,28,87,72,90.6,Y,No,Y,No,No,Hybrid,High,Completed,No,Needs support,24.2
L0561,Learner_561,united states,South America, Clerk , Retail , google sheets ,2.4,Intermediate,2025-01-18,2025-01-18,11,13.1,34,58,66,66.55,FALSE,N,FALSE,Y,TRUE,Self-paced,Lower-Middle,Dropped,0,Fast learner,24.2
L0562,Learner_562,INDONESIA,Africa,Student,Finance,MS Excel,1.2,Intermediate,11/11/2025,2025-11-20,2,12.2,22,50,47,100,TRUE,Yes,FALSE,Y,TRUE,Self-paced,Lower-Middle, In Progress ,TRUE,Needs support,6.8
L0563,Learner_563,australia,Europe, Analyst ,Healthcare, MS Excel ,1.1,Advanced,04/27/2025,03 May 2025,2,13,24,55,63,94.5,No,Y,0,FALSE,TRUE,Self-paced,Lower-Middle,Completed,0,Needs support,15.9
L0564,Learner_564,UNITED KINGDOM,North America, Manager ,Finance, Manual Reporting ,6.5,Beginner,2025-03-11,21 Mar 2025,8,16.3,11,80,21,NA,TRUE,TRUE,0,No,1,Hybrid,Low,In Progress,No,Good progress,24.9
L0565,Learner_565,China,Africa,Manager,Finance, Excel ,7.4,Beginner,06 Aug 2025,10-08-2025,2,15.9,14,45,32,90.95,FALSE,Y,0,No,TRUE,Hybrid,Lower-Middle, Paused ,No,Needs support,16.5
L0566,Learner_566, China ,South America,Student, Tech ,SpreadSheet,4.5,Beginner,17-12-2025,27 Dec 2025,4,13.2,26,67,42,100,FALSE,N,0,1,TRUE,Self-paced,High, Dropped ,Y,Needs support,16.5
L0567,Learner_567,Singapore,Europe,Engineer,Tech, google sheets ,1.5,Beginner,06 Mar 2025,03/10/2025,11,13.9,27,NA,38,64.95,0,N,No,FALSE,Y,Hybrid,Low,In Progress,FALSE,Struggling,20.4
L0568,Learner_568, Netherlands ,South America,Student,Education,MS Excel,8.4,Beginner,05/21/2025,05/23/2025,7,15.9,28,64,67,57.95,TRUE,N,Yes,N,1,Instructor-led,High,In Progress,Yes,NA,13.4
L0569,Learner_569,japan,Oceania,Manager, Tech ,excel,10,Beginner,2025-09-19,2025-09-20,2,5.8,37,82,22,68.9,No,N,TRUE,Y,Yes,Hybrid,Upper-Middle,Dropped,Yes,Good progress,17.9
L0570,Learner_570,INDIA,Africa,Clerk,Government,Spreadsheet,0.2,Intermediate,23-09-2025,26-09-2025,3,17.2,14,83,22,100,No,0,Y,No,Yes,Self-paced,Low,In Progress,0,Struggling,9.7
L0571,Learner_571,Japan,Asia, Engineer , Tech , Power BI ,5.4,Advanced,2025-08-25,09/04/2025,10,8.3,33,99,26,77.15,FALSE,No,FALSE,N,No,Hybrid,Upper-Middle,Dropped,Y,Needs support,17.9
L0572,Learner_572, INDIA ,Oceania,Student, Education ,Excel,8,Beginner,13 Jun 2025,06/20/2025,4,12.9,13,44,23,99.45,TRUE,1,N,N,0,Instructor-led,Upper-Middle,Completed,TRUE,Good progress,9.7
L0573,Learner_573, South Korea ,Asia, Clerk ,Tech,Google Sheets,5.2,Intermediate,11/05/2025,11/10/2025,8,19,31,53,80,100,N,FALSE,No,0,No,Instructor-led,High,Completed,Y,NA,18.6
L0574,Learner_574,germany,Europe,Analyst, Government , SpreadSheet ,2.5,Advanced,05-02-2025,02/11/2025,2,12.9,30,95,51,74.45,N,Yes,1,Yes,TRUE,Self-paced,Upper-Middle,In Progress,Y,NA,21.8
L0574,Learner_575,Mexico,Europe,Engineer, Finance ,Power BI,4.7,Beginner,2025-07-07,NA,3,9.3,32,45,55,100,No,1,1,TRUE,Yes,Instructor-led,High, Paused ,0,NA,7.6
L0576,Learner_576,Canada,Europe, Engineer ,Government,Google Sheets,2.9,Beginner,2025-06-04,07-06-2025,12,10.4,17,99,53,74.2,TRUE,0,Yes,FALSE,TRUE,Self-paced,Low, In Progress ,1,Good progress,17.2
L0577,Learner_577,GERMANY,South America, Consultant ,Healthcare, MS Excel ,9.7,Beginner,01/24/2025,02/02/2025,5,11.8,27,99,43,100,FALSE,No,No,No,Y,Instructor-led,Low,In Progress,Yes,Good progress,21.8
L0578,Learner_578,united states,Africa,Analyst,Retail, power bi ,7,Beginner,2025-03-31,10-04-2025,3,7.9,42,60,73,85.95,1,TRUE,N,1,No,Instructor-led,Upper-Middle, Completed ,1,NA,24.2
L0579,Learner_579,South Korea,Africa, Clerk ,Education, excel ,7.5,Beginner,2025-05-09,17-05-2025,11,11.9,11,92,57,88.95,Yes,1,Y,1,Yes,Hybrid,Lower-Middle,In Progress,TRUE,Struggling,18.6
L0580,Learner_580,Switzerland,Africa,Manager,Government,spreadsheet,0.1,Intermediate,05 Jan 2025,12 Jan 2025,9,11.7,15,NA,49,83.85,Yes,0,No,1,0,Hybrid,Low,Completed,FALSE,NA,19.7
L0581,Learner_581,india,Europe,Manager,Tech,SpreadSheet,4,Beginner,2025-12-03,11-12-2025,11,11.1,31,68,23,100,FALSE,N,FALSE,0,Yes,Instructor-led,High,Dropped,FALSE,NA,9.7
L0582,Learner_582,NETHERLANDS,Oceania, Engineer , Education , Spreadsheet ,4.5,Intermediate,2025-07-04,NA,7,13.6,7,99,62,86.8,TRUE,N,No,FALSE,FALSE,Instructor-led,Low, In Progress ,1,Struggling,13.4
L0583,Learner_583, brazil ,South America, Engineer ,Tech, MS Excel ,1.2,Beginner,02/28/2025,09 Mar 2025,10,11.7,26,86,31,66.85,Yes,N,Y,FALSE,N,Instructor-led,Lower-Middle,Completed,FALSE,NA,8.9
L0584,Learner_584, Singapore ,North America, Manager ,Education,google sheets,2.6,Intermediate,08-04-2025,04/14/2025,10,10.1,27,51,56,100,Y,TRUE,0,0,No,Hybrid,High, In Progress ,FALSE,Struggling,20.4
L0585,Learner_585,india,Europe, Consultant ,Retail,Google Sheets,1.5,Beginner,01/20/2025,27 Jan 2025,4,10.1,8,85,79,NA,FALSE,1,N,Y,1,Instructor-led,Lower-Middle,In Progress,Y,Struggling,9.7
L0586,Learner_586,UNITED KINGDOM,Oceania,Consultant, Finance ,Excel,4.2,Intermediate,23 Dec 2025,29-12-2025,2,9.8,29,71,66,84.9,0,1,0,No,Y,Instructor-led,Upper-Middle,In Progress,Y,Good progress,24.9
